Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability
1,0.370594257300249,0.424389446140427,0.40574977247176,0.601457213277793,0.601457213277793,0.998969203197885,0.796887145860514,0.808809360876843,0.302646433889668,0.780984850207341,0.000125696868875964,0,0.458143143520965,0.000725072507250725,0,0.147949938898487,0.147949938898487,0.147949938898487,0.16914058806845,0.311664426681757,0.0175597803893099,0.0959205276443286,0.138736160277171,0.0221022783580128,0.848194994526472,0.688979462807371,0.688979462807371,0.217535386199635,4980000000,0.000326977269203033,0.263099983681843,0.363725271040572,0.00225896331056689,0.00120775508523532,0.629951302036958,0.0212659243655332,0.207576261450555,0.792423738549445,0.00502445472861451,0.390284354359258,0.00647850248610705,0.0958848339765825,0.137757333534424,0.398035698256887,0.0869565217391304,0.00181388412648494,0.0034873642818412,0.000182092597429571,0.000116500653235806,0.0329032258064516,0.0341641819543792,0.392912869451166,0.0371353015800987,0.67277529248986,0.166672958825266,0.190642959052727,0.00409440595228806,0.00199677086064508,0.00014733602476056,0.147308450425486,0.334015171333379,0.276920158240506,0.00103598999165807,0.676269176153092,0.721274551521743,0.339077006789355,0.02559236799775,0.903224771166726,0.00202161301202566,0.064855707690831,701000000,6550000000,0.593830503987655,458000000,0.6715676535815,0.424205762216667,0.676269176153092,0.339077006789355,0.126549487816618,0.637555395323871,0.458609147666847,0.52038191789012,0.312904948119326,0.11825047660899,0,0.716845343217827,0.00921944002110296,0.622878959445127,0.601453290101533,0.82789021403512,0.29020189277926,0.0266006307607414,0.564050112276341,1,0.0164687409123162
1,0.464290937454297,0.53821412996075,0.516730017666899,0.610235085544617,0.610235085544617,0.998945978205482,0.797380191277827,0.809300725667939,0.303556430290771,0.781505974330882,0.000289785053728762,0,0.461867257156757,0.000647064706470647,0,0.182251064009102,0.182251064009102,0.182251064009102,0.2089439349532,0.318136804131004,0.0211443350424248,0.0937220096083381,0.16991790314077,0.0220801698690499,0.848087883815147,0.689692901209989,0.689701701610895,0.217619596450422,6110000000,0.0004430401005442,0.264515778104141,0.376709139003763,0.00601620587767277,0.00403936682691048,0.635172463390912,0.0125023937843679,0.171176346101521,0.828823653898479,0.00505888175404082,0.376760019951553,0.0058350394852296,0.0937433843047209,0.168961616770983,0.397724882539793,0.0644677661169415,0.00128635630446471,0.00491680791744408,9360000000,719000000,0.0254838709677419,0.00688865061762848,0.39158996856697,0.0123349721287826,0.751110917003808,0.127236002293688,0.182419054120616,0.0149477269714099,0.00413602976079905,0.00138391008146992,0.0569628274180797,0.341105991992958,0.28964157642601,0.00520968239954949,0.30858859304371,0.731975288512351,0.329740147869877,0.0239468186673397,0.931065217577487,0.00222560834310179,0.0255158599950638,0.000106519762790299,7700000000,0.59391554785427,2490000000,0.671569942261066,0.468828128338473,0.30858859304371,0.329740147869877,0.120916105834965,0.64109998470196,0.459001053294128,0.567101308703163,0.314163135184666,0.0477752815903248,0,0.795297136043035,0.00832330179481035,0.623651741728055,0.610236525929872,0.839969268005573,0.283845979801729,0.264576819837375,0.570174946412453,1,0.020794306334635
1,0.426071271876371,0.499018752725687,0.472295090743616,0.601450006486113,0.601363524985947,0.998857353483229,0.796403369254357,0.808387521469543,0.302035177342951,0.780283936155909,0.000236129720556318,25500000,0.458520587470538,0.00079007900790079,0,0.177910749652353,0.177910749652353,0.193712865028865,0.180580504869056,0.30710193110278,0.00594400834883616,0.0923377575116033,0.142803344128945,0.0227600967722855,0.84809401283004,0.689462676951537,0.689469659564714,0.217601298963609,7280000000,0.000396425314703456,0.264183975569387,0.368913229760441,0.0115425536893801,0.00534756022243655,0.629631443404885,0.0212476860084444,0.207515796474892,0.792484203525108,0.00509989941357539,0.379092920106557,0.00656198206103149,0.0923184653215431,0.148035593092527,0.406580451031118,0.0149925037481259,0.00149533848011119,0.00422684946011605,65000000,2650000000,0.0133870967741935,0.0289969595934374,0.381967843332353,0.141016311871331,0.829501914934622,0.340200878481779,0.602805701668708,0.000990944451124824,0.00630248138254708,5340000000,0.0981620645437837,0.33673149472,0.277455528130626,0.0138787857963224,0.446027487157575,0.742728637603645,0.334776851319847,0.00371511569336923,0.90990336247412,0.00206007064952466,0.0213874282332057,0.00179109370019098,0.00102267647190207,0.594501851296042,761000000,0.671571321761166,0.276179222234543,0.446027487157575,0.334776851319847,0.117922319423666,0.642764550242219,0.459254035544147,0.538490539586983,0.31451542627367,0.0253464891288078,0,0.774669696989803,0.0400028528527523,0.623841037589316,0.601449340486212,0.836774308550174,0.290188532942043,0.0265547199199004,0.563706076496047,1,0.0164741143272785
1,0.399844001364988,0.451264718709115,0.457733283366347,0.583541129160121,0.583541129160121,0.998699747067122,0.796966968308828,0.808965597694361,0.303349536022685,0.781240991205311,0.00010788884881442,0,0.465705442741753,0.000449044904490449,0,0.154186507100417,0.154186507100417,0.154186507100417,0.193722227474709,0.321673622409281,0.0143684680188151,0.0777623971989252,0.148602847028696,0.0220460668531945,0.8480054773865,0.689109535618137,0.689109535618137,0.217568188277463,4880000000,0.000382425906321948,0.263371175917508,0.384076599232517,0.004194058676884,0.00289649114708036,0.63022835303626,0.00957240171805324,0.151464764035432,0.848535235964567,0.00504692406346464,0.379742687599394,0.00536584771375646,0.0777272949338023,0.147560515798205,0.397924501254651,0.0899550224887556,0.00196605561360616,0.00321496731663372,7130000000,9150000000,0.0280645161290323,0.015463478401363,0.378496641866986,0.0213199897441037,0.725754179688242,0.161574531573533,0.225814868882578,0.0188506248270314,0.00296123765013862,0.00101064643157612,0.0987146304496934,0.348716438967482,0.276580304232685,0.00354014789619415,0.615848368585853,0.729824908743367,0.33150897867186,0.0221651997451294,0.906902158837211,0.00183135855551016,0.0241610701740241,8140000000,6050000000,0.593888792576566,2030000000,0.671519170200148,0.559143963323496,0.615848368585853,0.33150897867186,0.12076045528683,0.579039312335715,0.448517911623987,0.604105056187593,0.302382254833178,0.0672496172630687,0,0.739554525158061,0.00325247529112739,0.622928709143491,0.583537612244893,0.834697106753341,0.281721192981814,0.0266966344214761,0.564663420271241,1,0.0239823322073886
1,0.465022181055916,0.538432184910597,0.522297767546443,0.598783493564335,0.598783493564335,0.998973131803565,0.797366080550396,0.809303720206941,0.303474977757658,0.781550044617657,7890000000,0,0.462746282177097,0.000686068606860686,0,0.167502422991024,0.167502422991024,0.167502422991024,0.212536636097192,0.319162481431704,0.0296897923378254,0.0968976467714356,0.168411538751224,0.0220959097225217,0.848258202198295,0.689696883030727,0.689696883030727,0.217625639200419,5510000000,0.000438947581872957,0.265218235929474,0.379689653887709,0.00602244610781246,0.00372744660861623,0.636054985548143,0.00514960012402083,0.106509054630105,0.893490945369894,0.00530331919628413,0.375025442703033,0.00662352539728966,0.0969270604328497,0.167460975793681,0.400078775707608,0.175412293853073,0.00144867255739401,0.00436689053313807,0.000163367440506068,0.000293521126334367,0.0401612903225807,0.0581114228221436,0.39437145247733,0.0239882116504549,0.751822452472965,0.260329881066954,0.358380159768393,0.0141609737513009,0.00427477087039252,0.000680463559654079,0.110194845896651,0.344638753643605,0.287912652687691,0.0048685702885864,0.975006616109995,0.731999641010921,0.33072631939891,0,0.91385019745186,0.00222393003478029,0.0263852456518637,6680000000,5050000000,0.59391526090563,824000000,0.67156305250703,0.309554916594047,0.975006616109995,0.33072631939891,0.110933233663468,0.622374074998875,0.454410931919338,0.578468903211134,0.311567160524111,0.0477253717624306,0,0.79501587263578,0.00387756309380024,0.623520697668313,0.598781509888099,0.839972745788203,0.278513789880418,0.0247518480523254,0.575616645216918,1,0.0354902008836198
1,0.388680349046946,0.415176624509376,0.419133786605279,0.590171377506162,0.590250652214647,0.998758098416194,0.796903193354456,0.808770562067159,0.303115813175443,0.7810690609464,0.000157149995218431,0,0.465861452907577,0.000716071607160716,0,0.15557709325355,0.15557709325355,0.15557709325355,0.174435095017491,0.325387281601471,0.0181042697037071,0.0780881035746275,0.138811478496648,0.0215649425169015,0.847982831794045,0.689105149844571,0.689177543962186,0.21756642290514,608000000,0.000351781925051909,0.263249955319331,0.388025781453746,0.0027400850543368,0.000854661398126233,0.630183833098177,0.0142131516792967,0.180427487377936,0.819572512622064,0.00491319258909057,0.38144818747302,0.00574912255045335,0.0781018450665234,0.137825201719327,0.400419065328909,0.095952023988006,0.00152780173069705,0.00413718901702268,650000000,9300000000,0.0296774193548387,0.0213004714833365,0.377569480563533,0.0328287701112501,0.686728646249993,0.080263714948153,0.214535988082286,0.00264522564272894,0.000988424976244938,0.000100856341323415,0.13900210638427,0.350563146827406,0.276678474304155,0.00487913120320843,0.733351868524405,0.725201638712989,0.335534372009755,0.00377250489049462,0.903041267113845,0.00186560861496925,0.0400936219797891,8010000000,2810000000,0.593845782013285,295000000,0.671567592711671,0.603193479638275,0.733351868524405,0.335534372009755,0.112917172167462,0.637469771661206,0.458499292999359,0.622190123354673,0.313268471822869,0.099521933114496,0,0.710420495100948,0.00527787490107341,0.622604643368344,0.590172326668232,0.829938957445841,0.285087100359518,0.026675365750547,0.56453833936354,1,0.0195344778286463
0,0.390922829425243,0.445704317488007,0.436158252583115,0.619949840729904,0.619949840729904,0.998993121473643,0.797011928959958,0.808960389800444,0.302814414633032,0.781180078770725,0.000398483358000525,730000000,0.461020105181047,0.000805080508050805,0,0.158821794277527,0.158821794277527,0.158821794277527,0.161482461945731,0.31668670863691,0.0309148932952191,0.0999104307466819,0.128944791745123,0.0221122500924914,0.84832246862509,0.688589850304315,0.688589850304315,0.217604461369292,5720000000,0.000351756970669767,0.263032379886705,0.375302708542901,0.00467206030558407,0.00286904216787047,0.629987945370611,0.0244412223346921,0.216101823019016,0.783898176980984,0.00500504433786527,0.384998982291879,0.00804389685093107,0.0998664647352908,0.127939069451776,0.400574473187455,0.100449775112444,0.00166171263936372,0.00380501842308628,0.000162029929297247,0.000145247567670615,0.0408064516129032,0.0114595420295815,0.393172926889939,0.00970314146386382,0.729416462238773,0.255093170002626,0.295221006636909,0.0229885979786101,0.00397383003763936,0.00105031178699612,0.115920411679634,0.340080536914882,0.276643291966357,0.00215934941468164,0.508088825932489,0.728730796471968,0.337392013222506,0.00934742635454274,0.911441407767521,0.00212073567022402,0.0928023065929925,0.000105801052510703,9560000000,0.593893372221075,2390000000,0.671562260304254,0.355853781517835,0.508088825932489,0.337392013222506,0.120561366466385,0.630419077246026,0.457785444710335,0.56065299962732,0.310296437752667,0.060765124792415,0,0.736619097683939,0.0183718717412392,0.623655441812907,0.619948867179148,0.829979763773696,0.292504124196417,0.0266222980418273,0.564200119780965,1,0.0156630746538442
0,0.508360551845171,0.570922372437854,0.559077038385353,0.601738278153332,0.60171665777829,0.999008951443589,0.797448808148475,0.809361527829423,0.303544587044117,0.781621483394625,9000000000,50900000,0.467023980272263,0.00063006300630063,0.157607045247495,0.176983692216931,0.176983692216931,0.176983692216931,0.22520563486811,0.324114027021292,0.0425609147420482,0.104796026382216,0.180462453867591,0.0221143202941026,0.848082154774354,0.689535186484246,0.689535186484246,0.217633191808323,6630000000,0.000451050457211694,0.264111709443551,0.384234939085727,0.00965738016418045,0.00730454767201464,0.631379022205175,0.00527818054149682,0.108202073948665,0.891797926051335,0.00564016455895685,0.374219104729994,0.00638344545188652,0.104784470825802,0.179518889978131,0.400882609458712,0.218890554722639,0.0013350511803435,0.00474004875820286,0.000199098097084589,0.00051820095757485,0.0462903225806452,0.0280774936474597,0.396463218832681,0.00705804106450011,0.797005213929915,0.361219101269389,0.447942034514932,0.0146159133960059,0.00756496224516817,0.000888121985325443,0.0870418011288855,0.353510615216168,0.277275204970332,0.00575584641755504,0.755769661403609,0.734946410014,0.329803725937385,0.0053456555444072,0.935449309245632,0.00235999923619977,0.0254821527696264,7290000000,6180000000,0.593937091602204,734000000,0.67157176316869,0.218473358265378,0.755769661403609,0.329803725937385,0.114507968841708,0.641553075473546,0.45895377822705,0.610090811581399,0.314363648145748,0.0302011045942807,0,0.815350392476567,0.0100045037641927,0.623842634519071,0.601739340003798,0.841459439726482,0.278607305606177,0.0270305165537491,0.566088941755739,1,0.0348885561799154
0,0.48851947545459,0.545137374618404,0.5432839017078,0.603612043990256,0.603612043990256,0.998960768250395,0.797413531329896,0.809338092306795,0.303583500568838,0.781598185090152,0.000168713644609044,0,0.463142178941983,0.000737073707370737,0.00587103957890475,0.184189456828621,0.184189456828621,0.184189456828621,0.218398411647915,0.318773431421094,0.0266043528895745,0.0951876882989984,0.173156586578293,0.0221284324318037,0.848158761578544,0.689924337326926,0.689924337326926,0.217653752422812,6890000000,0.00045272240081519,0.264150562199377,0.377994486047465,0.0134988658381721,0.0118230239542251,0.630914987465925,0.00226611586828259,0.058590561417299,0.941409438582701,0.00541794617431905,0.370253398138601,0.00536584771375646,0.0952090152588467,0.172158962370862,0.397462296847766,0.154422788605697,0.00130258792975764,0.00485532647075148,0.000304188263492001,0.000245861768192447,0.0295161290322581,0.0163829443473407,0.391940480767056,0.00881462216165281,0.813737522948239,0.378625211512749,0.414645601298328,0.145189217702725,0.0119376048920973,0.0131902147956569,0.0580597284096259,0.345440818559694,0.277087430376265,0.00438475468449667,0.906707130576253,0.735182054757404,0.328092755880752,0,0.935200209287994,0.00227396029316468,0.0298840610686264,0.000102672210426203,9840000000,0.593958847705178,0.000105229702959292,0.671576185113832,0.323861362852714,0.906707130576253,0.328092755880752,0.110933233663468,0.649869163687808,0.46216521361677,0.574032785264356,0.315376063533981,0.021710461445184,0,0.803647289792132,0.00082407120696845,0.623977216792447,0.603613451066988,0.840486633095349,0.276422514083071,0.0268906304546816,0.565591901310376,1,0.0658264974662765
0,0.495685662750451,0.550915830789359,0.542962685368596,0.599208694273483,0.599208694273483,0.999000632043326,0.797403570816415,0.809320385467476,0.303482953821731,0.78157418502952,5820000000,0,0.470575308455583,0.000672067206720672,0.392448628403685,0.177447220934642,0.177447220934642,0.177447220934642,0.217831143046232,0.330161986277145,0.0786635812272184,0.109844475205602,0.176621224674249,0.0221183026666678,0.84808350762793,0.689338461456783,0.689338461456783,0.217700368870897,5550000000,0.00044491167920483,0.263883255239294,0.390084199545471,0.0114745351808575,0.00751665342045473,0.6321882576951,0.00635424360973563,0.121292741179672,0.878707258820328,0.00547525966333651,0.374508760118367,0.00581858730622989,0.109873467194294,0.175657944348088,0.40636341591832,0.347826086956522,0.00146896208901018,0.00430284735949995,0.000205976726158528,0.000738341802325625,0.0766129032258065,0.0332799670989821,0.396372764071369,0.00572061267771328,0.825695870708439,0.394951275737478,0.57718930416151,0.00877279091527246,0.00760468263102784,0.000490883395926141,0.0945633028255581,0.361043540430989,0.277337460862513,0.0103429552829112,0.734899300937657,0.737180245673185,0.330409487644987,0.00495068208587885,0.938289896761562,0.00226919628305072,0.0358910619841396,5110000000,3600000000,0.593935897992759,258000000,0.671572410592597,0.254953362305477,0.734899300937657,0.330409487644987,0.11549897825205,0.643428364119162,0.45937868668884,0.645146286139048,0.314645153463564,0.0254943019553504,0,0.804194656500343,0.00579764220772105,0.623865043621207,0.599205074060972,0.840688177069564,0.279387518743906,0.0272430149466587,0.566667622359207,1,0.0308008650901007
